Event_id,Episode,Name,IATA_Code,Elevation_in_m,Usage,Runway_type,IFR,Runway_Length_in_ft
1001087,42,Hilo Hospital,,148,,,,0
1001087,42,Hilo International,ITO,12,Civ.,Paved,Yes,9800
1001087,42,Mountain View Airstrip,,457,,,,0
1001089,11,Masroor,,11,Mil.,Paved,Yes,9000
1001089,11,Sharea Faisal,,9,,,,0
1001089,11,Rudra Mata,KHI,30,Civ.,Paved,Yes,10500
1001089,11,Wateji,,44,,,,0
1001089,11,Raedhanpur,,61,,,,0
1001089,11,Khorewah,,5,,,,0
1001089,11,Rudra Mata,BHJ,82,Civ.,Paved,Yes,8200
1001090,24,Hai Phong Cat Bi,HPH,30480,Civ.,Paved,No,7800
1001090,24,Hai Phong Kien An,,4,,,,0
1001090,24,Kep,,12,,,,0
1001090,24,Ha Noi Gia Lam,VGL,17,Mil.,Paved,No,6700
1001090,24,Hanoi / Bac Mai,,5,,,,0
1001090,24,Noibai,HAN,11,Civ.,Paved,Yes,10400
1001090,24,Hoa Lac,,43,,,,0
1001090,24,,,39,,,,0
1001090,24,Jtalaishi,,121,,,,0
1001090,24,Haikou,,26,Civ.,Paved,Yes,11800
1001090,24,Meilan,HAK,23,,,,0
1001092,16,Bruce Campbell Field,,99,Civ.,Paved,Yes,4400
1001092,16,Rudder Field,,70,,,,0
1001092,16,Echelon,,104,,,,0
1001092,16,Slobovia Outernational,,76,,,,0
1001092,16,Cochran,,73,,,,0
1001092,16,Walnut Creek,,96,,,,0
1001092,16,E E Lane,,82,,,,0
1001092,16,University Hospital,,105,,,,0
1001092,16,Supplejack,,104,,,,0
1001092,16,Jackson International,JAN,105,Civ.,Paved,Yes,8500
1001092,16,Mississippi Petrified Forest,,81,,,,0
1001092,16,Hawkins Field,HKS,104,Civ.,Paved,Yes,5300
1001092,16,Methodist Medical Center,,112,,,,0
1001092,16,Payne,,109,,,,0
1001092,16,Linwood,,87,,,,0
1001092,16,Mohr Farm,,110,,,,0
1001092,16,John Bell Williams,,75,,,,0
1001092,16,Tullos Field,,91,,,,0
1001092,16,Falcon Field,,126,,,,0
1001092,16,Dogwood Acres,,76,,,,0
1001092,16,Peterson,,73,,,,0
1001092,16,Berryhill Farms,,96,,,,0
1001092,16,Alton Field,,259,,,,0
1001092,16,Joe Sanford Field,,55,,,,0
1001092,16,Yazoo County,,33,,,,0
1001092,16,Highland Hospital,,79,,,,0
1001092,16,Forest Municipal,,158,,,,0
1001092,16,Carthage Leake County,,138,,,,0
1001092,16,Whitaker,,30,,,,0
1001092,16,C A Moore,,104,,,,0
1001092,16,Copiah County,,135,,,,0
1001092,16,Parkview Regional Medical Center,,77,,,,0
1001092,16,Magee Municipal,,169,,,,0
1001092,16,Vicksburg Medical Center,,34,,,,0
1001092,16,Smith County General Hospital,,163,,,,0
1001092,16,Montfort Jones Memorial Hospital,,139,,,,0
1001092,16,Southland Flying Service Inc.,,35,,,,0
1001092,16,Belzoni Municipal,,34,,,,0
1001092,16,Reality Plantation,,30,,,,0
1001092,16,Vicksburg Municipal,VKS,32,Civ.,Paved,Yes,5000
1001092,16,Kosciusko Attala County,OSX,146,Civ.,Paved,Yes,5000
1001092,16,Nicks Flying Service,,30,,,,0
1001092,16,Vicksburg Tallulah Regional,,26,Civ.,Paved,Yes,5000
1001092,16,Union Municipal,,156,,,,0
1001092,16,Mitchell's,,98,,,,0
1001092,16,Tgp Station 843,,32,,,,0
1001092,16,Okeefe Field,,112,,,,0
1001092,16,Smith County,,101,,,,0
1001092,16,Wade,,32,,,,0
1001092,16,Philadelphia Municipal,MPE,138,Civ.,Paved,Yes,3800
1001092,16,Barrett Field,,133,,,,0
1001092,16,Heigle Field,,32,,,,0
1001092,16,Tonnar,,33,,,,0
1001092,16,Scott,,26,,,,0
1001092,16,Red Beard Dusting Service,,26,,,,0
1001092,16,Hollandale Municipal,,35,,,,0
1001092,16,Thigpen Field,,107,,,,0
1001092,16,Prentiss Jefferson Davis County,,138,,,,0
1001092,16,Clay,,61,,,,0
1001092,16,Eifling Farms,,34,,,,0
1001092,16,Lester Field,,35,,,,0
1001092,16,Brookhaven Lincoln County,,149,,,,0
1001092,16,Dale Landing Strip,,26,,,,0
1001092,16,Grand Gulf,,49,,,,0
1001092,16,Lewis,,34,,,,0
1001092,16,Lang Flying Service,,35,,,,0
1001092,16,Montgomery,,37,,,,0
1001092,16,Hobbs,,35,,,,0
1001092,16,Byerley,,32,,,,0
1001092,16,Greenwood Leflore,GWO,47,Civ.,Paved,Yes,6500
1001092,16,Oglesby Farms Inc.,,34,,,,0
1001092,16,Murphey Flying Service,,37,,,,0
1001092,16,Winona Montgomery County,,111,,,,0
1001092,16,Lake Washington,,35,,,,0
1001092,16,Mc Lain - Calico,,171,,,,0
1001092,16,Greenwood-Leflore Hospital,,40,,,,0
1001092,16,Gustafson,,24,,,,0
1001092,16,Cottonwood,,37,,,,0
1001092,16,4b Ranch,,24,,,,0
1001092,16,Newellton,,23,,,,0
1001092,16,Alcorn State University,,82,,,,0
1001092,16,Louisville Winston County,LMS,175,Civ.,Paved,Yes,4500
1001092,16,Ackerman Choctaw County,,168,,,,0
1001092,16,Tensas Parish,,23,,,,0
1001092,16,Indianola Municipal,,38,Civ.,Paved,Yes,6900
1001092,16,Abide Airpark,,35,,,,0
1001092,16,Bayou Meadows,,26,,,,0
1001092,16,Joe Williams Olf,NJW,165,,,,0
1001092,16,Berry,,34,,,,0
1001092,16,Lewis Air Service,,37,,,,0
1001092,16,Morgan Field,,91,,,,0
1001092,16,Hesler Noble Field,LUL,73,Civ.,Paved,Yes,5500
1001092,16,Baker Flying Service,,35,,,,0
1001092,16,Country Club,,36,,,,0
1001092,16,Key Field,MEI,91,Civ.,Paved,Yes,10000
1001092,16,Kelly,,34,,,,0
1001092,16,Huntley,,36,,,,0
1001092,16,Norris Airstrip,,21,,,,0
1001092,16,Tgp Station 54,,37,,,,0
1001092,16,Delhi Municipal,,27,,,,0
1001093,25,Longhua,,2,,,,0
1001093,25,Pudong International,PVG,3,Civ.,Paved,Yes,13100
1001093,25,Hongqiao,SHA,3,Civ.,Paved,Yes,11100
1001093,25,Southwest Highway Strip,,6,,,,0
1001093,25,Suzhou West 2,,9,,,,0
1001093,25,Wuxi Shuofang,,30480,,,,0
1001095,13,Los Mochis,LMM,4,Civ.,Paved,Yes,6500
1001095,13,Los Cerritos Northeast,,17,,,,0
1001095,13,Campo Cuatro Milpas,,28,,,,0
1001095,13,Guamuchil,,24,,,,0
1001095,13,Punta Pescadero,,7,,,,0
1001095,13,Punta Colorada,PCO,unknown,,,,0
1001095,13,Los Cabos International,SJD,109,Civ.,Paved,Yes,9800
1001095,13,Cabo San Lucas,,139,,,,0
1001097,20,Geoje Heliport,JGE,unknown,,,,0
1001097,20,Tsushima,TSJ,65,Civ.,Paved,Yes,6200
1001097,20,R 813,CHF,2,Mil.,Paved,No,3600
1001097,20,Pusan Gimhae International,PUS,4,Civ.,Paved,Yes,8900
1001097,20,Pusan,,2,Mil.,Paved,No,6500
1001097,20,R 802,,34,,,,0
1001097,20,Sachon,HIN,8,Mil.,Paved,Yes,8900
1001097,20,Onyang Highway Strip,,100,,,,0
1001097,20,Ulsan,USN,9,Civ.,Paved,Yes,6500
1001097,20,Iki,IKI,16,Civ.,Paved,Yes,3900
1001097,20,Ashiya,,30,Mil.,Paved,Yes,5300
1001097,20,Kita Kyushu,KKJ,3,Civ.,Paved,Yes,5200
1001097,20,Ozuki,,4,Mil.,Paved,Yes,3900
1001097,20,Yamaguchi Ube,UBJ,7,Civ.,Paved,Yes,6500
1001097,20,Hofu,,2,Mil.,Paved,No,4800
1001097,20,Iwami,IWJ,54,Civ.,Paved,Yes,6500
1001097,20,Iwakuni Mcas,,2,Mil.,Paved,Yes,8000
1001097,20,Hiroshima,HIW,5,Civ.,Paved,Yes,5900
1001097,20,Hiroshima International,HIJ,331,Civ.,Paved,Yes,8200
1001097,20,Izumo,IZO,2,Civ.,Paved,Yes,6500
1001097,20,Miho,YGJ,6,Civ.,Paved,Yes,6500
1001097,20,Oki,OKI,95,Civ.,Paved,Yes,4900
1001097,20,Okayama,OKJ,245,Civ.,Paved,Yes,8200
1001097,20,Kohnan,,1,Civ.,Paved,No,3900
1001097,20,Nihonbara,,240,,,,0
1001097,20,Tottori,TTJ,20,Civ.,Paved,Yes,6500
1001097,20,Tajima,TJH,177,Civ.,Paved,Yes,3900
1001097,20,Kobe,UKB,unknown,,,,0
1001097,20,Osaka Itami International,ITM,15,Civ.,Paved,Yes,9800
1001097,20,Yao,,12,Civ.,Paved,Yes,4800
1001097,20,Fukui,FKJ,6,Civ.,Paved,Yes,3900
1001097,20,Amami O Shima,ASJ,8,Civ.,Paved,Yes,6500
1001097,20,Kikai,,6,Civ.,Paved,Yes,3900
1001097,20,Komatsu,KMQ,5,Civ.,Paved,Yes,8800
1001097,20,Gifu,QGU,39,Mil.,Paved,No,8800
1001097,20,Nagoya (Komaki AFB),NGO,16,Civ.,Paved,Yes,8900
1001097,20,Tokunoshima,TKN,5,Civ.,Paved,Yes,6500
1001097,20,Pudong International,PVG,3,Civ.,Paved,Yes,13100
1001097,20,Jiangwan,,6,,,,0
1001097,20,Toyama,TOY,29,Civ.,Paved,Yes,6500
1001097,20,Noto,,218,,,,0
1001097,20,Dachang,,8,,,,0
1001097,20,Longhua,,2,,,,0
1001097,20,Dai Shan,,6,,,,0
1001097,20,Okierabu,OKE,31,Civ.,Paved,Yes,3900
1001097,20,Hongqiao,SHA,3,Civ.,Paved,Yes,11100
1001097,20,Zhujia Jian Af P,HSN,29999,,,,0
1001097,20,Southwest Highway Strip,,6,,,,0
1001097,20,Matsumoto,MMJ,666,Civ.,Paved,Yes,6500
1001097,20,Yoron,RNJ,16,Civ.,Paved,Yes,3900
1001097,20,,,11,,,,0
1001097,20,Nagano,,347,,,,0
1001097,20,Suzhou West 2,,9,,,,0
1001097,20,Ningbo (Lishe),NGB,4,Civ.,Paved,Yes,8200
1001097,20,Ie Jima,IEJ,75,Civ.,Paved,No,4900
1001097,20,,,313,,,,0
1001097,20,,,21,,,,0
1001097,20,Nashigahara,,1001,,,,0
1001097,20,Fuji,,686,,,,0
1001097,20,Kadena AB,DNA,45,Mil.,Paved,Yes,12100
1001097,20,Futenma Mcas,,75,Mil.,Paved,Yes,9000
1001097,20,Xiaoshan,HGH,7,Civ.,Paved,Yes,10400
1001097,20,,,23,,,,0
1001097,20,Kumejima,UEO,7,Civ.,Paved,Yes,6500
1001097,20,Naha,OKA,5,Civ.,Paved,Yes,9800
1001097,20,Hangzhou,,15,,,,0
1001097,20,Yokota AFB,OKO,139,Mil.,Paved,Yes,11000
1001097,20,Katsner AAF,,109,Civ.,Paved,No,1900
1001097,20,Tachikawa,,95,,,,0
1001097,20,Iruma,,91,Mil.,Paved,Yes,6500
1001097,20,Atsugi,NJA,62,Mil.,Paved,Yes,7900
1001097,20,Shimo Kolzumi,,30,,,,0
1001097,20,Luqiaq,HYN,9,,,,0
1001097,20,Chofu,,41,Civ.,Paved,No,3200
1001097,20,Onishi,,20,,,,0
1001097,20,Honda,,12,,,,0
1001097,20,Kitadaito,KTD,24,Civ.,Paved,Yes,4900
1001097,20,Niigata,KIJ,7,Civ.,Paved,Yes,8200
1001097,20,Minami Daito,MMD,4,Civ.,Paved,Yes,4900
1001097,20,Tokyo Haneda International,HND,7,Civ.,Paved,Yes,9800
1001097,20,Chiba-ken,,19,,,,0
1001097,20,Suzumenomiya,,82,,,,0
1001097,20,Utsunomiya,QUT,102,Civ.,Paved,Yes,5500
1001097,20,Shimofusa,,30,Civ.,Paved,Yes,7300
1001097,20,Shimoshizu,,30,,,,0
1001097,20,Otawara,,201,,,,0
1001097,20,,,26,,,,0
1001097,20,Ryugasaki South,,2,,,,0
1001097,20,Ryugasaki,,2,,,,0
1001097,20,Tokyo Narita International,NRT,42,Civ.,Paved,Yes,13100
1001097,20,Hyakuri,,32,Mil.,Paved,Yes,8800
1001097,20,Fukushima,FKS,372,Civ.,Paved,Yes,8200
1001097,20,Junmachi,GAJ,108,Civ.,Paved,Yes,6500
1001097,20,Shimojishima,SHI,16,Civ.,Paved,Yes,9800
1001097,20,Hirara,MMY,45,Civ.,Paved,Yes,6500
1001097,20,Sendai,SDJ,5,Civ.,Paved,Yes,9800
1001097,20,Kasuminome,,5,,,,0
1001097,20,Ojojibara,,70,,,,0
1001097,20,,,9,,,,0
1001097,20,Matsushima,,2,Civ.,Paved,Yes,8800
1001099,7,Qingyang,IQN,21,,,,0
1001099,7,Jinjiang,JJN,6,,,,0
1001099,7,,,24,,,,0
1001099,7,Shang-Yi,KNH,12,Mil.,Paved,Yes,9800
1001099,7,Shatou,,9,,,,0
1001099,7,Xiamen / Gaoqi,XMN,18,Civ.,Paved,Yes,8800
1001099,7,Ta Shan Ting,,40,,,,0
1001099,7,,,17,,,,0
1001099,7,,,15,,,,0
1001099,7,,,19,,,,0
1001099,7,Changle,FOC,14,Civ.,Paved,Yes,11800
1001099,7,Makung AB,MZG,31,Mil.,Paved,Yes,6500
1001099,7,P Eng Hu,,21,,,,0
1001099,7,Wang An,,30,,,,0
1001099,7,Matsu South,,30,,,,0
1001099,7,Ma Tsu,,13,Civ.,Paved,No,2900
1001099,7,Ching Chuan Kang AB,,203,Mil.,Paved,No,12000
1001099,7,Highway Strip 206,,23,,,,0
1001099,7,Taichung,TXG,112,Mil.,Paved,Yes,5300
1001099,7,Highway Strip 260,,30,,,,0
1001099,7,Hsinchu,HSZ,8,Civ.,Paved,Yes,12000
1001099,7,Chiayi,CYI,25,Civ.,Paved,Yes,10000
1001099,7,Ao Hu Kou,,152,,,,0
1001099,7,Sun Moon Lake,SMT,unknown,,,,0
1001099,7,Highway Strip 58 60,,120,,,,0
1001099,7,Lung Tan,,241,Civ.,Paved,No,3200
1001099,7,Chiang Kai Shek International,TPE,33,Civ.,Paved,Yes,12000
1001099,7,Taoyuan,,45,Mil.,Paved,No,10000
1001099,7,Pa Kuei,,141,,,,0
1001099,7,Lishan,LHN,unknown,,,,0
1001099,7,Sungshan,TSA,6,Civ.,Paved,Yes,8500
1001100,20,Coahuayana,,61,,,,0
1001100,20,Colima,CLQ,723,Civ.,Paved,Yes,7500
1001100,20,Tuxpan,,1225,Mil.,Paved,No,6700
1001100,20,Playa de Oro International,ZLO,8,Civ.,Paved,Yes,7200
1001100,20,Ciudad Guzman,,1520,,,,0
1001100,20,Pablo L Sidar,AZG,315,,,,0
1001100,20,Lazaro Cardenas,LZC,12,Civ.,Paved,No,4900
1001100,20,El Infiernillo,,511,,,,0
1001100,20,Autlan,,884,,,,0
1001100,20,Uruapan,UPN,1593,Civ.,Paved,Yes,7800
1001100,20,Venustiano Carranza,,1554,,,,0
1001100,20,Zamora,ZMM,1567,Civ.,Paved,No,4900
1001100,20,Ocotlan,,1525,,,,0
1001100,20,Jaujilla,,1950,,,,0
1001100,20,Ixtapa Zihuatanejo International,ZIH,6,Civ.,Paved,Yes,8200
1001100,20,Huetamo,,300,,,,0
1001100,20,Santa Barbara,,299,,,,0
1001100,20,Pie de la Cuesta,,6,,,,0
1001100,20,Iguala,,865,,,,0
1001100,20,Chilpancingo,,1280,Civ.,Paved,No,4400
1001100,20,Alvarez International,ACA,5,Civ.,Paved,Yes,10800
1001100,20,Ta lo de Soto,,149,,,,0
1001101,18,Tgp,,274,,,,0
1001101,18,Lincoln Farm,,238,,,,0
1001101,18,Williams,,232,,,,0
1001101,18,Taylor County,,281,Civ.,Paved,Yes,5000
1001101,18,Lebanon Springfield,,264,,,,0
1001101,18,Jane Todd Crawford Hospital,,191,,,,0
1001101,18,Hornback,,232,,,,0
1001101,18,Oz,,250,,,,0
1001101,18,Samuels Field,BRY,204,Civ.,Paved,Yes,4000
1001101,18,Arnolds,,257,,,,0
1001101,18,Greene County Parachute Center,,198,,,,0
1001101,18,Hardin Memorial Hospital,,255,,,,0
1001101,18,Addington Field,EKX,236,Civ.,Paved,Yes,5000
1001101,18,Liberty Casey County,,317,,,,0
1001101,18,Samuels Springs,,210,,,,0
1001101,18,Natchez Trace Farm,,216,,,,0
1001101,18,Columbia-Adair Co.,,249,,,,0
1001101,18,Vine Grove,,207,,,,0
1001101,18,Godman AAF,FTK,230,Mil.,Paved,Yes,5500
1001101,18,Mc Grew,,219,,,,0
1001101,18,Haggin,,280,,,,0
1001101,18,Holly Gate Farm,,198,,,,0
1001101,18,Russell County,,308,,,,0
1001101,18,Goodall Field,,312,Civ.,Paved,Yes,5000
1001101,18,Knob Creek,,140,,,,0
1001101,18,Glasgow Municipal,GLW,218,Civ.,Paved,Yes,4500
1001101,18,Blue Lick,,162,,,,0
1001101,18,Grayson County,,232,,,,0
1001101,18,Willow Island Airpark,,226,,,,0
1001101,18,Cedar Farm,,138,,,,0
1001101,18,Gravity Zero,,262,,,,0
1001101,18,Southwest Hospital,,152,,,,0
1001101,18,Standiford Field,SDF,151,Civ.,Paved,Yes,10000
1001101,18,Southwest Government Center,,146,,,,0
1001101,18,Hemp Ridge,,262,,,,0
1001101,18,Buzzard's Roost,,235,,,,0
1001101,18,Churchill Downs,,139,,,,0
1001101,18,Bowman Field,LOU,166,Civ.,Paved,Yes,4300
1001101,18,Stewart,,213,,,,0
1001101,18,Lyndon Fire Protection District,,176,,,,0
1001101,18,Jewish Hospital,,134,,,,0
1001101,18,Tompkinsville Monroe County,,316,Civ.,Paved,No,4000
1001101,18,WLKY-TV Studios,,152,,,,0
1001101,18,Woodledge Farm,,207,,,,0
1001101,18,Short,,344,,,,0
1001101,18,Russell,,131,,,,0
1001101,18,Seldom Scene,,262,,,,0
1001101,18,Breckinridge County,,224,,,,0
1001101,18,Rough River State Park,,176,,,,0
1001101,18,Holiday Inn Lakeview,,136,,,,0
1001101,18,Somerset-Pulaski Co Ems,,303,,,,0
1001101,18,Monroe County Medical Center,,296,,,,0
1001101,18,Lanesville Skyways,,270,,,,0
1001101,18,Amy,,203,,,,0
1001101,18,Wayne County,,294,Civ.,Paved,Yes,4000
1001101,18,Shelby,,256,,,,0
1001101,18,Capital City,FFT,245,Civ.,Paved,Yes,5000
1001101,18,Pulaski County,SME,283,Civ.,Paved,Yes,5600
1001101,18,Professional Arts Building,,156,,,,0
1001101,18,Greenridge RLA,,262,,,,0
1001101,18,Wayne County Hospital,,281,,,,0
1001101,18,Clinton County Hospital,,290,,,,0
1001101,18,Roberts,,268,,,,0
1001101,18,Boss,,250,,,,0
1001101,18,Clark County,,144,Civ.,Paved,Yes,5500
1001101,18,Blue Grass,LEX,299,Civ.,Paved,Yes,7000
1001101,18,The Medical Center At Bowling Green,,151,,,,0
1001101,18,Tri-county Baptist Hospital,,241,,,,0
1001101,18,Spring Creek,,299,,,,0
1001101,18,Crawford,,374,,,,0
1001101,18,Bowling Green Warren County,BWG,167,Civ.,Paved,Yes,6500
1001101,18,Byrne Field,,244,,,,0
1001101,18,Madison,,305,,,,0
1001101,18,Saint Joseph Hospital,,299,,,,0
1001101,18,Clay County Hospital,,183,,,,0
1001101,18,Eagle's Nest,,137,,,,0
1001101,18,Berea-Richmond,,303,,,,0
1001101,18,Falin Landing Strip,,183,,,,0
1001101,18,Gettlefinger Field,,250,,,,0
1001101,18,John M. Foree,,260,,,,0
1001101,18,Morning Star,,279,,,,0
1001101,18,Plane-o-Field,,244,,,,0
1001101,18,Sof Maintenance Site,,305,,,,0
1001101,18,Jacobi,,229,,,,0
1001101,18,Spring Lake,,253,,,,0
1001101,18,Chesnut Knolls,,386,,,,0
1001101,18,Mgt Station 2105,,165,,,,0
1001101,18,Ohio County,,159,,,,0
1001101,18,Perry County Municipal,,201,Civ.,Paved,Yes,3200
1001101,18,Lafayette Municipal,,296,,,,0
1001101,18,Glenwood Hall Resort,,152,,,,0
1001101,18,Marble Hill,,241,,,,0
1001101,18,Livingston Municipal,,418,,,,0
1001101,18,Jordan Hill Farm,,277,,,,0
1001101,18,Jackson County,,157,,,,0
1001101,18,Creech Aaf,LSD,310,,,,0
1001101,18,Hancock,,123,,,,0
1001101,18,Georgetown Scott Co Marshal,,288,,,,0
1001101,18,Lowells Landing,,213,,,,0
1001101,18,Blue Haven Farm,,300,,,,0
1001104,24,Tokyo Narita International,NRT,42,Civ.,Paved,Yes,13100
1001104,24,Hachijo Jima,HAC,92,Civ.,Paved,Yes,5900
1001104,24,Casco Cove Cgs,ATU,12,,,,0
1001104,24,Shemya AFB,SYA,30,Mil.,Paved,Yes,10000
1001104,24,Iwo To (Iwo Jima),IWO,113,Mil.,Paved,Yes,8700
1001104,24,Pagan Airstrip,,10,,,,0
1001105,27,Feng Nin,,42,Civ.,Paved,Yes,7900
1001105,27,Taitung,TTT,37,Mil.,Paved,No,11000
1001105,27,Pingtung North,,29,Mil.,Paved,No,8000
1001105,27,Pingtung South,,24,Mil.,Paved,Yes,7800
1001105,27,Kuei Jen,,30,,,,0
1001105,27,Highway Strip 331 334,,11,,,,0
1001105,27,Green Island,GNI,8,Civ.,Paved,No,3300
1001105,27,Kangshan,,10,Mil.,Paved,No,7500
1001105,27,Tainan,TNN,19,Mil.,Paved,Yes,10000
1001105,27,Tso Ying,,9,,,,0
1001105,27,Highway Strip 296 298,,9,,,,0
1001105,27,Chiayi,CYI,25,Civ.,Paved,Yes,10000
1001105,27,Kaohsiung International,KHH,9,Civ.,Paved,Yes,10300
1001105,27,Highway Strip 260,,30,,,,0
1001105,27,Sun Moon Lake,SMT,unknown,,,,0
1001105,27,Hengchun,HCN,13,Civ.,Paved,No,3500
1001105,27,Highway Strip 206,,23,,,,0
1001105,27,Orchid Island,KYD,10,Civ.,Paved,No,4500
1001105,27,Taichung,TXG,112,Mil.,Paved,Yes,5300
1001105,27,Hualien,HUN,16,Civ.,Paved,Yes,9000
1001105,27,Lishan,LHN,unknown,,,,0
1001105,27,Ching Chuan Kang AB,,203,Mil.,Paved,No,12000
1001105,27,Makung AB,MZG,31,Mil.,Paved,Yes,6500
1001105,27,P Eng Hu,,21,,,,0
1001105,27,Wang An,,30,,,,0
1001105,27,Chi Mei,CMJ,unknown,,,,0
1001105,27,Basco,BSO,56,Civ.,Paved,No,4100
1001105,27,Taggat,,5,,,,0
1001105,27,Pratas Island,,3,,,,0
1001105,27,Laoag International,LAO,6,Civ.,Paved,Yes,7900
1001105,27,Tuguegarao,TUG,21,Civ.,Paved,No,5900
1001105,27,Vigan,,4,Civ.,Paved,No,3400
1001105,27,Palanan,,50,Civ.,Unpaved,No,3200
1001105,27,Cauayan,CYZ,61,Civ.,Paved,No,5700
1001105,27,Mrmp,,117,,,,0
1001105,27,Bagabag,,249,Civ.,Paved,No,3200
1001109,9,Salina Cruz,SCX,23,,,,0
1001109,9,Ixtepec Military,,50,Civ.,Paved,Yes,7500
1001109,9,Ixtepec,IZT,unknown,,,,0
1001111,23,Spanish Cay,,3,,,,0
1001111,23,Green Turtle,GTC,unknown,,,,0
1001111,23,Treasure Cay,TCB,2,Civ.,Paved,Yes,6600
1001111,23,Marsh Harbour International,MHH,3,Civ.,Paved,No,5000
1001111,23,Sandy Point,YAS,2,Civ.,Paved,No,3000
1001111,23,Grand Bahama International,FPO,2,Civ.,Paved,Yes,11000
1001111,23,West End,WTD,2,,,,0
1001111,23,Cape Canaveral Air Force Station,XMR,3,Mil.,Paved,No,10000
1001111,23,Nasa Shuttle Landing Facility,X68,3,,,,0
1001111,23,Cape Canaveral Hospital,,2,,,,0
1001111,23,Patrick AFB,COF,3,Mil.,Paved,Yes,9000
1001111,23,Great Harbour Cay,GHC,5,Priv.,Paved,No,4500
1001111,23,Fulton,,unknown,,,,0
1001111,23,Merritt Island,COI,2,Civ.,Paved,Yes,3600
1001111,23,Knobel,,12,,,,0
1001111,23,North Eleuthera,ELH,2,Civ.,Paved,No,4500
1001111,23,Highlander,,5,,,,0
1001111,23,Holmes Regional Medical Center,,12,,,,0
1001111,23,Valkaria,,8,,,,0
1001111,23,Parrish Brothers Private,,7,,,,0
1001111,23,Sebastian Municipal,,7,,,,0
1001111,23,Tradewinds Aerodrome,,2,,,,0
1001111,23,Nierenberg Estate,,10,,,,0
1001111,23,Wuesthoff Hospital Emergency,,30,,,,0
1001111,23,Rockledge,,8,,,,0
1001111,23,Melbourne International,MLB,11,Civ.,Paved,Yes,9400
1001111,23,Vero Beach Municipal,VRB,8,Civ.,Paved,Yes,7300
1001111,23,Space Center Executive,TIX,11,Civ.,Paved,Yes,6000
1001111,23,Broocke Air Patch,,7,,,,0
1001111,23,Arthur Dunn Airpark,,9,,,,0
1001111,23,Massey Ranch Airpark,,4,,,,0
1001111,23,Blue Ridge Flightpark,,8,,,,0
1001111,23,Fp & L Nuclear Power Plant,,5,,,,0
1001111,23,New Smyrna Beach Municipal,,4,Civ.,Paved,Yes,5000
1001111,23,Ringhaver,,9,,,,0
1001111,23,Va Outpatient Clinic,,9,,,,0
1001111,23,St Lucie County International,FPR,8,Civ.,Paved,Yes,6400
1001111,23,Porta Target,,9,,,,0
1001111,23,Lawnwood Medical Center,,5,,,,0
1001111,23,Sailfish Point,,2,,,,0
1001111,23,Triple M,,6,,,,0
1001111,23,Smokey's,,3,,,,0
1001111,23,Doan,,4,,,,0
1001111,23,Indian River Aerodrome,,8,,,,0
1001111,23,Witham Field,SUA,5,Civ.,Paved,Yes,5800
1001111,23,New Hibiscus Airpark,,8,,,,0
1001111,23,Martin Memorial Hospital,,2,,,,0
1001111,23,Spruce Creek,,7,,,,0
1001111,23,Daytona Beach Regional,DAB,11,Civ.,Paved,Yes,10500
1001111,23,Fly In Ranches,,8,,,,0
1001111,23,Atc,,2,,,,0
1001111,23,Williams Hawgwild,,6,,,,0
1001111,23,Kitching Cove,,unknown,,,,0
1001111,23,Harbor Links Yacht & Country Club,,5,,,,0
1001111,23,Governors Harbour,GHB,7,Civ.,Paved,No,7900
1001111,23,Ormond Beach Municipal,,9,Civ.,Paved,Yes,4000
1001111,23,Nicholas Island,,2,,,,0
1001111,23,Fellsmere,,7,,,,0
1001111,23,Marsh Airstrip,,7,,,,0
1001111,23,Strazzulla Groves,,8,,,,0
1001111,23,Florida Power & Light-juno Beach,,19,,,,0
1001111,23,Leffler,,13,,,,0
1001111,23,Devils Garden Strip,,5,,,,0
1001111,23,Southerland Strip,,5,,,,0
1001111,23,Tropical Plantation,,6,,,,0
1001111,23,Southeastern,,7,,,,0
1001111,23,Naked Lady Ranch,,7,,,,0
1001111,23,Big Oaks Ranch,,8,,,,0
1001111,23,Palm Beach Gardens Medical Center,,4,,,,0
1001111,23,Tailwinds,,6,,,,0
1001111,23,Flagler County,,10,,,,0
1001111,23,Gamebird Groves Airstrip,,11,,,,0
1001111,23,Dan Rice,,11,,,,0
1001111,23,Adams Ranch,,8,,,,0
1001111,23,Aero Acres,,8,,,,0
1001111,23,Br Ranch,,6,,,,0
1001111,23,Chub Cay,CCZ,2,Priv.,Paved,No,5000
1001111,23,Scott 2000,,8,,,,0
1001111,23,Freedom Wpec Inc,,5,,,,0
1001111,23,Big 'g',,12,,,,0
1001111,23,Pga National,,6,,,,0
1001111,23,Cedar Knoll Flying Ranch,,6,,,,0
1001111,23,Memorial Hospital-Flagler Helistop,,7,,,,0
1001111,23,Good Samaritan Medical Center,,5,,,,0
1001111,23,Hales 700,,8,,,,0
1001111,23,Treasure Coast Airpark,,9,,,,0
1001111,23,Rybolt Ranch,,17,,,,0
1001111,23,The Murphy Company,,5,,,,0
1001111,23,Rlm Farms,,23,,,,0
1001111,23,Lafayette Landings,,11,,,,0
1001111,23,North Palm Beach County General Aviation,,7,,,,0
1001111,23,Southern Fruit Groves,,8,,,,0
1001111,23,West Palm Beach International,PBI,6,Civ.,Paved,Yes,7900
1001111,23,Deland Municipal Sidney H Taylor,,24,Civ.,Paved,Yes,6000
