Event_id,Episode,Name,LOCODE,Country
1001067,43,Cozumel,MXCZM,Mexico
1001067,43,Herrero Point,,Mexico
1001067,43,"Georgetown, Grand Cayman",KYGGT,Cayman Islands
1001067,43,Georgetown,KYGGT,Cayman Islands
1001067,43,Islas Santanilla,,Honduras
1001067,43,Cayman Brac,,Cayman Islands
1001067,43,Niquero,CUNIQ,Cuba
1001067,43,Media Luna,CUMEL,Cuba
1001067,43,Pilon,CUPIL,Cuba
1001067,43,Portillo,,Cuba
1001067,43,Lucea,,Jamaica
1001067,43,Montego Bay,JMMBJ,Jamaica
1001067,43,Savanna la Mar,JMSLM,Jamaica
1001067,43,Falmouth,,Jamaica
1001067,43,Bluefields,,Jamaica
1001067,43,Rio Bueno,,Jamaica
1001067,43,Port Rhoades,JMPRH,Jamaica
1001067,43,Black River,JMBLR,Jamaica
1001067,43,Saint Anns Bay,,Jamaica
1001067,43,Ocho Rios,JMOCJ,Jamaica
1001067,43,Oracabessa,,Jamaica
1001067,43,Port Kaiser,JMPKS,Jamaica
1001067,43,Port Maria Bay,,Jamaica
1001067,43,Annotto Bay,,Jamaica
1001067,43,Port Esquivel,JMPEV,Jamaica
1001067,43,Salt River,JMSRI,Jamaica
1001067,43,Kingston,JMKIN,Jamaica
1001067,43,Port Antonio,JMPOT,Jamaica
1001067,43,Manchioneal,,Jamaica
1001067,43,Morant Bay,,Jamaica
1001067,43,Port Morant,JMPMO,Jamaica
1001067,43,Jeremie,HTJEE,Haiti
1001067,43,Les Cayes,HTACA,Haiti
1001067,43,Aquin,,Haiti
1001067,43,Miragoane,HTMIR,Haiti
1001067,43,Petit Goave,HTPEG,Haiti
1001067,43,Fond Mombin,HTFOM,Haiti
1001067,43,Port-au-Prince,HTPAP,Haiti
1001067,43,Jacmel,,Haiti
1001067,43,Cabo Rojo,DOCBJ,Dominican Republic
1001067,43,Barahona,DOBRX,Dominican Republic
1001067,43,Puerto Viejo de Azua,,Dominican Republic
1001067,43,Azua,DOPVA,Dominican Republic
1001067,43,Puerto Viejo de Azua,DOPVA,Dominican Republic
1001067,43,Las Calderas,,Dominican Republic
1001067,43,Rio Haina,DOHAI,Dominican Republic
1001067,43,Palenque,DOPAL,Dominican Republic
1001067,43,Blanquilla Island,,Venezuela
1001067,43,Castries,LCSLU,Saint Lucia
1001067,43,Cul de Sac Bay,LCCDS,Saint Lucia
1001067,43,Vieux Fort,,Saint Lucia
1001067,43,Kingstown,VCKTN,Saint Vincent and the Grenadines
1001067,43,Admiralty Bay,,Saint Vincent and the Grenadines
1001067,43,Saint George's,GDSTG,Grenada
1001067,43,Speightstown,,Barbados
1001067,43,Cristobal Colon,,Venezuela
1001067,43,Bridgetown,BBBGI,Barbados
1001067,43,Chaguaramas,TTCHA,Trinidad and Tobago
1001067,43,Cronstadt Island,,Trinidad and Tobago
1001067,43,Tembladora,TTTEM,Trinidad and Tobago
1001067,43,Trinidad,BOTDD,Bolivia
1001067,43,Port Of Spain,TTPOS,Trinidad and Tobago
1001067,43,Crown Point,,Trinidad and Tobago
1001067,43,Scarborough,,Trinidad and Tobago
1001068,4,Tuxpan,MXTUX,Mexico
1001068,4,Vera Cruz,MXVER,Mexico
1001071,14,Van Hoa,,Vietnam
1001071,14,Cam Pha,,Vietnam
1001071,14,Fangcheng,CNFAN,China
1001071,14,Hongai,VNHON,Vietnam
